framework              , test                                                         , time    
@vue/reactivity        , updateComputations1to1000                                    , 88.98   
@vue/reactivity        , 10x5 - 2 sources - read 20% (simple component)               , 543.74  
@vue/reactivity        , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 445.14  
@vue/reactivity        , 1000x12 - 4 sources - dynamic (large web app)                , 7419.89 
@vue/reactivity        , 1000x5 - 25 sources (wide dense)                             , 8040.74 
@vue/reactivity        , 5x500 - 3 sources (deep)                                     , 391.19  
@vue/reactivity        , 100x15 - 6 sources - dynamic (very dynamic)                  , 884.85  
MobX                   , avoidablePropagation                                         , 1269.75 
MobX                   , broadPropagation                                             , 2423.65 
MobX                   , deepPropagation                                              , 760.09  
MobX                   , diamond                                                      , 1377.96 
MobX                   , mux                                                          , 872.08  
MobX                   , repeatedObservers                                            , 164.34  
MobX                   , triangle                                                     , 447.80  
MobX                   , unstable                                                     , 309.72  
MobX                   , molBench                                                     , 711.51  
MobX                   , createDataSignals                                            , 105.23  
MobX                   , createComputations0to1                                       , 108.99  
MobX                   , createComputations1to1                                       , 128.19  
MobX                   , createComputations2to1                                       , 109.52  
MobX                   , createComputations4to1                                       , 99.53   
MobX                   , createComputations1000to1                                    , 93.91   
MobX                   , createComputations1to2                                       , 111.37  
MobX                   , createComputations1to4                                       , 114.12  
MobX                   , createComputations1to8                                       , 112.24  
MobX                   , createComputations1to1000                                    , 102.46  
MobX                   , updateComputations1to1                                       , 110.87  
MobX                   , updateComputations2to1                                       , 96.85   
MobX                   , updateComputations4to1                                       , 95.84   
MobX                   , updateComputations1000to1                                    , 87.75   
MobX                   , updateComputations1to2                                       , 93.07   
MobX                   , updateComputations1to4                                       , 92.65   
MobX                   , updateComputations1to1000                                    , 91.73   
MobX                   , 10x5 - 2 sources - read 20% (simple component)               , 1024.67 
MobX                   , 10x10 - 6 sources - dynamic - read 20% (dynamic component)   , 911.38  
MobX                   , 1000x12 - 4 sources - dynamic (large web app)                , 1417.66 
MobX                   , 1000x5 - 25 sources (wide dense)                             , 2000.36 
MobX                   , 5x500 - 3 sources (deep)                                     , 856.33  
MobX                   , 100x15 - 6 sources - dynamic (very dynamic)                  , 1095.02 
